,标题,链接,总价,均价,位置1,位置2,房屋户型,房本面积,房屋朝向,一手房源,所在楼层,装修情况,产权年限,建筑年代,小区名,小区均价,物业费,容积率,绿化率,车位信息
532,禹洲中央海岸急售急售价格超低学府旁稳定万科里旁杏?,https://xm.58.com/ershoufang/44339150908290x.shtml,288,31271元/㎡,集美,宁海三里1-10号,3室2厅1卫,92.1㎡,南, 否 ,中层(共31层),精装修,70年产权,2014年,禹洲中央海岸(二期),33936.0元/㎡,2.5元/平米/月,4.34,33,1700
533,康城学区万达边急售好谈满2年省税夏商朝南精装3房?,https://xm.58.com/ershoufang/44447142085668x.shtml,243,27614元/㎡,集美,"锦英南里55-68,79-80号",3室2厅1卫,88.0㎡,南北, 否 ,中层(共27层),精装修,70年产权,2015年,夏商新纪元(二期),26491.0元/㎡,2.0元/平米/月,3.04,38,750
534,马銮湾 3房250万  南北朝向?,https://xm.58.com/ershoufang/44100860330148x.shtml,250,29412元/㎡,海沧,霞光东里1-20号,3室2厅1卫,85.0㎡,南北, 否 ,低层(共42层),精装修,70年产权,2000年,海沧万科城(一期),30305.0元/㎡,2.68元/平米/月,2.7,38,350
535,南北向 四室二厅 高端装修?,https://xm.58.com/ershoufang/43880457463719x.shtml,1300,81403元/㎡,湖里,五缘西三里1-47号,4室2厅2卫,159.7㎡,南北, 否 ,低层(共16层),豪华装修,,2009年,联发五缘湾1号,86367.0元/㎡,2.7元/平米/月,2,50,1200
536,中央公园  特惠活动进行中 团购价 品质开发商?,https://xm.58.com/ershoufang/44422897799968x.shtml,320,35956元/㎡,海沧,"新阳大道,近新景路",3室2厅2卫,89.0㎡,南, 是 ,,精装修,70年产权,2021年,中央公园,35981.0元/㎡,3.3元/平米/月,2.99,35,1253
537,读一中六中 古龙御园 视野好看全溪景 复式楼中楼?,https://xm.58.com/ershoufang/44422871387672x.shtml,328,37273元/㎡,同安,九曜山家园1-11号,4室3厅4卫,88.0㎡,南北, 否 ,中层(共19层),精装修,70年产权,2011年,古龙御园,36904.0元/㎡,2.2元/平米/月,1.81,49,80
538,地铁口附近 海沧双十旁 维多利亚通透两房369万?,https://xm.58.com/ershoufang/44371256442777x.shtml,369,44087元/㎡,海沧,沧虹东里1-21号,2室2厅1卫,83.7㎡,南北, 否 ,低层(共32层),精装修,70年产权,2000年,海晟维多利亚,46947.0元/㎡,3.0元/平米/月,3.4,76,3000
539,禹洲大学城 高楼层 随时看房 满2年 省税费 周?,https://xm.58.com/ershoufang/44422044609162x.shtml,175,25552元/㎡,同安,美人山一里2-28号,2室2厅1卫,68.49㎡,南北, 否 ,高层(共33层),精装修,70年产权,2015年,禹洲大学城,24457.0元/㎡,1.6元/平米/月,4.5,35,1100
540,2室2厅88.38平方米朝南?,https://xm.58.com/ershoufang/44433019238677x.shtml,205,23196元/㎡,集美,康成二里22-37号,2室2厅1卫,88.38㎡,南, 否 ,高层(共31层),精装修,70年产权,2014年,夏商大学康城(三期),24989.0元/㎡,1.25元/平米/月,2.5,45,1300
541,诚毅学院 180平带大露台 高层全湖景房  水晶?,https://xm.58.com/ershoufang/44224648584093x.shtml,790,41799元/㎡,集美,"滨水四里60-69,81-86号",4室2厅2卫,189.0㎡,南北, 否 ,高层(共30层),毛坯,70年产权,2000年,水晶湖郡(二期公寓),39829.0元/㎡,2.2元/平米/月,2.19,42,500
542,五缘学村联发五缘湾1号南北通透大四房高楼层景观极?,https://xm.58.com/ershoufang/43880471091744x.shtml,1300,75450元/㎡,湖里,五缘西三里1-47号,4室2厅2卫,172.3㎡,西南, 否 ,中层(共16层),简单装修,70年产权,2008年,联发五缘湾1号,86367.0元/㎡,2.7元/平米/月,2,50,1200
543,东渡商检站 格局好电梯五房 精装看海沧大桥 产权?,https://xm.58.com/ershoufang/44424921252518x.shtml,798,50674元/㎡,湖里,金鼎里1-10号,5室2厅3卫,157.48㎡,南北, 否 ,中层(共25层),精装修,70年产权,2010年,都市港湾,53124.0元/㎡,1.5元/平米/月,3.3,45,40
544,五缘湾捡漏3房降价30万急售 !!降价30万急售?,https://xm.58.com/ershoufang/44258684606233x.shtml,675,54074元/㎡,湖里,五缘东一里6-25号,3室2厅2卫,124.83㎡,南北, 否 ,高层(共21层),简单装修,70年产权,2011年,新景缘,58268.0元/㎡,2.2元/平米/月,2.5,40,450
545,联发五缘湾1号畅销户型，南北通透，户型方正，就读?,https://xm.58.com/ershoufang/43880476009355x.shtml,1360,87550元/㎡,湖里,五缘西三里1-47号,4室2厅2卫,155.34㎡,南北, 否 ,高层(共16层),精装修,70年产权,2010年,联发五缘湾1号,86367.0元/㎡,2.7元/平米/月,2,50,1200
546,禹洲大学城 正规2房 温馨舒适 配套齐全 拎包入?,https://xm.58.com/ershoufang/44436331883028x.shtml,175,25675元/㎡,同安,美人山一里2-28号,2室2厅1卫,68.16㎡,东南, 否 ,中层(共35层),精装修,70年产权,2012年,禹洲大学城,24457.0元/㎡,1.6元/平米/月,4.5,35,1100
547,高层海景房 配套齐全 23年通地铁 近嘉庚 集美?,https://xm.58.com/ershoufang/44376730608036x.shtml,238,19219元/㎡,同安,美人山一里2-28号,4室2厅2卫,123.84㎡,南北, 否 ,高层(共35层),精装修,70年产权,2010年,禹洲大学城,24457.0元/㎡,1.6元/平米/月,4.5,35,1100
548,首付9.8万海沧旁精装一房一厅电梯高层拎包入住家?,https://xm.58.com/ershoufang/44443820492327x.shtml,46.8,13000元/㎡,厦门周边,下厅路4号,1室1厅1卫,36.0㎡,南北, 否 ,高层(共11层),精装修,70年产权,2008年,云龙海岸二期,12458.0元/㎡,0.55元/平米/月,0,31,200
549,同城湾凤凰城 岳口小学 同安一中六中 南北两房两?,https://xm.58.com/ershoufang/44091063105814x.shtml,149,20527元/㎡,同安,凤山一里102-153号,2室2厅2卫,72.59㎡,南北, 否 ,高层(共6层),精装修,70年产权,2008年,凤凰城,22819.0元/㎡,0.8元/平米/月,2,38,50
550,真 房源 湖里保税区 电梯大三房 看房方便 读华?,https://xm.58.com/ershoufang/44424335837188x.shtml,385,34071元/㎡,湖里,兴湖路2之1-16之3号,3室2厅2卫,113.0㎡,南北, 否 ,高层(共7层),精装修,70年产权,2000年,象屿花园,31760.0元/㎡,1.2元/平米/月,0,0,300
551,枋湖 地铁口旁 2015年新小区 实验中学对面 ?,https://xm.58.com/ershoufang/44435695927297x.shtml,725,51617元/㎡,湖里,枋湖北路263-279号,3室2厅2卫,140.46㎡,东西, 否 ,低层(共17层),精装修,70年产权,2012年,金色阳光,75239.0元/㎡,2.7元/平米/月,3.5,30,128
552,年 底 清 栋  对 接 开发商 单价 9500?,https://xm.58.com/ershoufang/44435752761128x.shtml,71.25,9500元/㎡,厦门周边,"招商大道,近丽江路",2室2厅1卫,75.0㎡,南北, 是 ,低层(共32层),精装修,70年产权,2016年,永鸿悦海湾,9752.0元/㎡,1.5元/平米/月,3,30.05,690
553,5室2厅3卫200.0平米1199.00万元?,https://xm.58.com/ershoufang/44103689503633x.shtml,1199,59950元/㎡,思明,禾祥西路631-675号,5室2厅3卫,200.0㎡,南北, 否 ,高层(共11层),简单装修,70年产权,2002年,汇禾新城,68948.0元/㎡,1.8元/平米/月,2.74,30,500
554,清盘清盘！首付18万精装三房海景房！楼下世界城！?,https://xm.58.com/ershoufang/44360619707544x.shtml,87,15000元/㎡,厦门周边,"鸿鼎路,近228国道",3室2厅2卫,58.0㎡,南北, 是 ,中层(共33层),精装修,70年产权,2019年,融创东麓,17772.0元/㎡,3.78元/平米/月,1.1,40,868
555,2室1厅1卫，89平，黎安小镇三期带学位?,https://xm.58.com/ershoufang/44158908726041x.shtml,220,24557元/㎡,翔安,印斗山三里1-13号,2室2厅1卫,89.59㎡,南北, 否 ,中层(共18层),精装修,70年产权,2017年,特房黎安小镇(三期),24755.0元/㎡,1.8元/平米/月,2.7,35,500
556,南北通透，户型方正，加装电梯0公摊。中间楼层，视?,https://xm.58.com/ershoufang/44433622261131x.shtml,375,42050元/㎡,思明,"西林西里1-85号,111-122号,西林东里2-64号",3室2厅2卫,89.18㎡,南北, 否 ,中层(共7层),精装修,70年产权,1998年,金鸡亭花园小区,40812.0元/㎡,0.5元/平米/月,0,33,500
557,新华都旁精装大俩房 满五   交通便利 拎包入住?,https://xm.58.com/ershoufang/44181606085274x.shtml,293,34178元/㎡,集美,乐海北里17-146号,2室2厅1卫,85.73㎡,南北, 否 ,中层(共28层),精装修,70年产权,2010年,泉舜泉水湾(一期),37067.0元/㎡,1.6元/平米/月,3.49,35,840
558,满五    中骏大三房带大露台?,https://xm.58.com/ershoufang/44159013651363x.shtml,240,21131元/㎡,翔安,印斗山五里1-14号,3室2厅2卫,113.58㎡,南北, 否 ,低层(共18层),精装修,70年产权,2012年,中骏蓝湾尚都(公寓住宅),24567.0元/㎡,2.0元/平米/月,2,30,500
559,金鸡亭东区 6楼精装修三房 厅带阳台朝南 南北通?,https://xm.58.com/ershoufang/44433774911257x.shtml,365,40372元/㎡,思明,"西林西里1-85号,111-122号,西林东里2-64号",3室2厅1卫,90.41㎡,南北, 否 ,高层(共7层),精装修,70年产权,2000年,金鸡亭花园小区,40812.0元/㎡,0.5元/平米/月,0,33,500
560,国庆特价新房 卡达凯斯旁 对望双鱼岛 厦门湾一号?,https://xm.58.com/ershoufang/44411392645380x.shtml,58.5,9000元/㎡,厦门周边,南滨大道,2室2厅1卫,65.0㎡,南北, 是 ,中层(共32层),简单装修,70年产权,2020年,永鸿厦门湾1号,9516.0元/㎡,1.9元/平米/月,2.7,25,502
561,自己算单价.厦.大双学.区.双鱼岛旁.绿海学城 ?,https://xm.58.com/ershoufang/44433412727185x.shtml,97,6218元/㎡,厦门周边,南滨大道295号,4室2厅2卫,156.0㎡,南北, 否 ,中层(共8层),毛坯,70年产权,2010年,绿海学城,8569.0元/㎡,1.0元/平米/月,0,0,400
562,好房子啊尊海性价比非常高的一套房子高层湖海景观赠?,https://xm.58.com/ershoufang/44269675975299x.shtml,508,36088元/㎡,海沧,滨湖二里197-219号,4室2厅2卫,140.77㎡,南北, 否 ,中层(共29层),简单装修,70年产权,2014年,禹洲尊海(公寓住宅),42946.0元/㎡,2.5元/平米/月,2.8,49,500
563,本周必卖 美地雅登祥吴一里      视野无遮挡?,https://xm.58.com/ershoufang/44444813650692x.shtml,199,25814元/㎡,翔安,祥吴一里1-10号,2室2厅1卫,77.09㎡,南北, 否 ,低层(共25层),精装修,70年产权,2013年,美地雅登祥吴一里,25745.0元/㎡,1.2元/平米/月,2.5,44,500
564,地铁二号线 金尚精装大3房 厅带阳台 2002年?,https://xm.58.com/ershoufang/44388731945367x.shtml,460,39656元/㎡,湖里,金民里57-70号,3室2厅2卫,116.0㎡,南北, 否 ,中层(共7层),精装修,70年产权,1998年,一元花园(一期),40860.0元/㎡,0.85元/平米/月,0,32,206
565,清盘爆抢！首付6万起！单价6字头！89平大三房现?,https://xm.58.com/ershoufang/44402546501921x.shtml,59,6942元/㎡,,,,,,,,,,,,,,,,
566,主打！可以洋房何必高层 南北通透 品质花园洋房 ?,https://xm.58.com/ershoufang/44270072013201x.shtml,72,10000元/㎡,厦门周边,南滨大道,2室2厅1卫,72.0㎡,南北, 是 ,高层(共9层),毛坯,70年产权,2016年,招商兰溪谷,12124.0元/㎡,1.25元/平米/月,1,40,5396
567,金尚地铁口 南北通透满五住房永同昌莱茵花苑交通方?,https://xm.58.com/ershoufang/43758829410179x.shtml,492,36523元/㎡,湖里,"金尚路252-262号,金国里81-100号",3室2厅2卫,134.71㎡,南北, 否 ,高层(共7层),精装修,70年产权,2000年,永同昌莱茵花苑,41475.0元/㎡,0.75元/平米/月,0,0,148
568,莲花学区三房 南北朝向 满五年 低楼层?,https://xm.58.com/ershoufang/44437679530277x.shtml,498,55291元/㎡,思明,流芳里1-65号,3室1厅1卫,90.07㎡,南北, 否 ,低层(共6层),精装修,70年产权,1988年,流芳里1-65号小区,54842.0元/㎡,0.5元/平米/月,0,0,200
569,南北通透  黎安一期单身公寓  环境优美?,https://xm.58.com/ershoufang/43802797991842x.shtml,120,28592元/㎡,翔安,印斗山一里3-7号,1室1厅1卫,41.97㎡,南北, 否 ,中层(共18层),精装修,70年产权,2012年,特房黎安小镇(一期),28588.0元/㎡,2.0元/平米/月,2.69,35,500
570,湖里区新景七星电梯两房出售（送大露台）?,https://xm.58.com/ershoufang/44004262510594x.shtml,425,64278元/㎡,湖里,双浦东里20-36号,2室1厅1卫,66.12㎡,南, 否 ,低层(共27层),精装修,70年产权,2017年,新景七星府邸,57391.0元/㎡,2.5元/平米/月,1.8,35,274
571,电梯精装小三房 总价79万 可拎包入住 首付19?,https://xm.58.com/ershoufang/44416270279334x.shtml,79,11286元/㎡,厦门周边,金山路,3室2厅1卫,70.0㎡,东南, 否 ,低层(共18层),精装修,70年产权,2007年,西子大厦,12648.0元/㎡,1.0元/平米/月,0,0,300
572,精装修 电梯房 南北通透 85平 诚心出售 价格?,https://xm.58.com/ershoufang/43795580206470x.shtml,180,21162元/㎡,集美,黄庄三里60-243号,2室1厅1卫,85.06㎡,南北, 否 ,中层(共18层),精装修,70年产权,2007年,乐活小镇,21803.0元/㎡,1.1元/平米/月,2.6,40,50
573,厦门西角美新城世家 12年公立学校  内部团购价?,https://xm.58.com/ershoufang/44426550183688x.shtml,120,16000元/㎡,厦门周边,同发路,3室2厅1卫,75.0㎡,东, 是 ,高层(共28层),毛坯,70年产权,2019年,角美大唐世家,16292.0元/㎡,0.0元/平米/月,3,30.1,1371
574,黎安四期两房出售  价格美丽?,https://xm.58.com/ershoufang/44389209217027x.shtml,210,23692元/㎡,翔安,印斗山四里1-11号,2室2厅1卫,88.64㎡,南北, 否 ,低层(共30层),精装修,70年产权,2016年,特房黎安小镇(四期),29387.0元/㎡,2.0元/平米/月,2.69,35,500
575,角美 地铁口 精装 挑高5米 复式楼中楼 买单层?,https://xm.58.com/ershoufang/43828264547975x.shtml,34,10304元/㎡,厦门周边,角海路,2室2厅2卫,33.0㎡,南北, 是 ,中层(共16层),精装修,40年产权,2019年,汇金置地广场,10318.0元/㎡,2.0元/平米/月,1,25,1015
576,厦门西，50万买精装三房，南北通透，近集美灌口，?,https://xm.58.com/ershoufang/44084706561801x.shtml,50,7463元/㎡,厦门周边,角海路,3室2厅2卫,67.0㎡,南北, 否 ,中层(共16层),精装修,40年产权,2018年,汇金置地广场,10318.0元/㎡,2.0元/平米/月,1,25,1015
577,角美地铁口单价8600元平精装四房读角美中心小学?,https://xm.58.com/ershoufang/44437766535053x.shtml,67,8590元/㎡,厦门周边,角海路,4室2厅2卫,78.0㎡,南北, 否 ,中层(共28层),精装修,50年产权,2012年,汇金置地广场,10318.0元/㎡,2.0元/平米/月,1,25,1015
578,中山路旁地铁口 花园小区 电梯高层 读省优民立小?,https://xm.58.com/ershoufang/44327398242837x.shtml,518,94890元/㎡,思明,中山路112-124号,1室2厅1卫,54.59㎡,北, 否 ,中层(共18层),精装修,70年产权,2009年,中山海景广场,87542.0元/㎡,2.0元/平米/月,3.3,23,500
579,莲花 龙山二期 电梯朝南两房 全明户型 满五 税?,https://xm.58.com/ershoufang/44344276371345x.shtml,425,53145元/㎡,思明,盘龙路35-77号,2室1厅1卫,79.97㎡,南北, 否 ,低层(共14层),简单装修,70年产权,2008年,龙山二期安置房,55505.0元/㎡,1.6元/平米/月,0,0,10
580,融信海上城精装二手房家具家电齐全阳台板看房方便1?,https://xm.58.com/ershoufang/44146583509534x.shtml,135,12273元/㎡,海沧,石塘村北片361号,3室2厅2卫,110.0㎡,北, 否 ,中层(共26层),精装修,50年产权,2000年,泷佳公寓,13253.0元/㎡,0,0,"
                                            ",
581,金鸡亭东里框架朝南两房，仅288万，看房方便有钥?,https://xm.58.com/ershoufang/44093535867426x.shtml,288,40863元/㎡,思明,"西林西里1-85号,111-122号,西林东里2-64号",2室2厅1卫,70.48㎡,南, 否 ,高层(共9层),简单装修,70年产权,1996年,金鸡亭花园小区,40812.0元/㎡,0.5元/平米/月,0,33,500
582,隧道口明发半岛南北通透大两房248万价格可谈?,https://xm.58.com/ershoufang/44414014152850x.shtml,248,28631元/㎡,翔安,浦园一里22-39号,2室2厅1卫,86.62㎡,南北, 否 ,高层(共18层),精装修,70年产权,2012年,明发半岛祥湾(B区),27587.0元/㎡,1.6元/平米/月,2.27,30,600
583,隧道口，地铁旁，奥特莱斯商场，未来的五缘湾 ，找?,https://xm.58.com/ershoufang/44412890164749x.shtml,245,27841元/㎡,翔安,"434县道,近滨海东大道",2室2厅1卫,88.0㎡,南, 是 ,,精装修,,2021年,前海湾,29274.0元/㎡,3.5元/平米/月,3,35,802
584,天源，中楼层，看音乐喷泉，看湖海双景，南北通透得?,https://xm.58.com/ershoufang/44415269871381x.shtml,565,39890元/㎡,海沧,"滨湖一里151-155,188-189号",3室2厅2卫,141.64㎡,南, 否 ,低层(共32层),简单装修,70年产权,2016年,天源(B区公寓住宅),52307.0元/㎡,2.9元/平米/月,2.61,43,650
585,生活区沧林路以南 行政地铁口 户型方正 南北通透?,https://xm.58.com/ershoufang/44414242492931x.shtml,290,29097元/㎡,海沧,海富路107-181号,3室2厅1卫,99.67㎡,南北, 否 ,高层(共7层),精装修,70年产权,2003年,文圃花园,30521.0元/㎡,0.0元/平米/月,3.2,21,5
586,使用350平的空中   集美桥头中央公园城 视野?,https://xm.58.com/ershoufang/44422134464772x.shtml,629,29668元/㎡,集美,凤安一里2-23号,5室2厅4卫,212.02㎡,南北, 否 ,高层(共26层),毛坯,70年产权,2014年,中央公园城,33805.0元/㎡,2.5元/平米/月,2.8,32,1400
587,同安一中旁建发环中楼 4房2厅楼层佳读一中六中业?,https://xm.58.com/ershoufang/44394011184808x.shtml,200,14959元/㎡,,,,,,,,,,,,,,,,
588,厦门北站 万科广场 精装4房 自住装修?,https://xm.58.com/ershoufang/43297923782293x.shtml,275,20910元/㎡,集美,珩山一里1-12号,4室2厅2卫,131.52㎡,南北, 否 ,低层(共42层),精装修,70年产权,2012年,万科广场,23296.0元/㎡,3.38元/平米/月,5.15,20,1000
589,新上 OMG天源精装三房 468万 没看错就是4?,https://xm.58.com/ershoufang/43990504493339x.shtml,468,33305元/㎡,海沧,滨湖一里83-121号,3室2厅2卫,140.52㎡,南北, 否 ,低层(共33层),精装修,70年产权,2014年,天源(A区),45387.0元/㎡,2.5元/平米/月,2.7,40,900
590,天心岛片区 2室2厅1卫 90.0平米 335.?,https://xm.58.com/ershoufang/44371359938593x.shtml,335,37223元/㎡,海沧,沧湖东一里511-549号,2室2厅1卫,90.0㎡,南北, 否 ,低层(共18层),精装修,70年产权,2009年,天心岛,38222.0元/㎡,2.0元/平米/月,3,47,1200
591,单价不到1.5万 城南BRT 银城明珠 大三房 ?,https://xm.58.com/ershoufang/44303125509389x.shtml,188,14847元/㎡,同安,城南二里1-73号,3室2厅2卫,126.63㎡,南北, 否 ,低层(共7层),简单装修,70年产权,2007年,银城明珠,19011.0元/㎡,0.9元/平米/月,2.2,40,1000
592,新出特.惠.价6字开头首付6万起三房 中骏品质，?,https://xm.58.com/ershoufang/44400322604836x.shtml,53.19,6999元/㎡,厦门周边,208省道,3室2厅2卫,76.0㎡,南北, 是 ,中层(共18层),毛坯,70年产权,2018年,中骏四季花都,7329.0元/㎡,1.98元/平米/月,2.2,25,617
593,海凤南里 3室2厅2卫 101.0平米 295.?,https://xm.58.com/ershoufang/44428416292367x.shtml,295,29208元/㎡,集美,东安南四里36-43号,3室2厅2卫,101.0㎡,南北, 否 ,低层(共43层),毛坯,,2013年,招商海德公园(一期公寓住宅),30095.0元/㎡,2.0元/平米/月,1.5,40,830
594,新房特价首付6万起中骏四季花都品质小区3A级物业?,https://xm.58.com/ershoufang/44413244609442x.shtml,59.1,6641元/㎡,厦门周边,208省道,3室2厅2卫,89.0㎡,南北, 是 ,高层(共18层),精装修,70年产权,2017年,中骏四季花都,7329.0元/㎡,1.98元/平米/月,2.2,25,617
